Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Jiangsu,Changzhou,2023-01-01,101.33,221.66,22.07,48.17,16.25,21.0,1.07,10.95,50.62,2.46,8.55,1.5,133,Lightly Polluted,4.6,53.3,0.058,4.71,301.45,826.8
Jiangsu,Changzhou,2023-02-01,79.97,104.89,9.35,40.21,46.61,25.8,2.02,14.83,45.4,4.2,11.33,3.36,106,Lightly Polluted,9.9,45.7,0.072,6.92,299.49,829.8
Jiangsu,Changzhou,2023-03-01,73.12,59.42,8.32,30.34,16.88,8.06,1.6,24.29,30.74,2.78,5.53,0.61,98,Good,11.1,56.3,0.0,5.67,301.42,831.1
Jiangsu,Changzhou,2023-04-01,54.3,100.77,14.22,13.15,17.29,12.74,1.18,10.78,12.21,2.47,3.34,1.59,74,Good,13.2,63.5,0.062,6.71,298.55,824.0
Jiangsu,Changzhou,2023-05-01,50.58,40.29,12.56,25.07,5.18,9.87,0.64,20.04,9.69,2.49,2.53,1.55,69,Good,12.9,45.3,0.0,5.56,304.85,822.8
Jiangsu,Changzhou,2023-06-01,38.44,76.97,11.94,10.56,10.52,6.31,0.7,15.32,19.93,0.6,2.67,1.57,54,Good,5.9,79.0,0.133,6.84,301.04,823.6
Jiangsu,Changzhou,2023-07-01,28.2,81.02,13.25,4.22,21.83,12.75,0.28,11.48,16.84,1.21,3.02,0.6,40,Excellent,10.9,65.0,0.159,6.67,299.43,826.0
Jiangsu,Changzhou,2023-08-01,24.02,48.55,9.03,12.36,5.93,6.55,1.16,17.24,14.22,1.28,1.88,1.13,34,Excellent,8.3,74.1,0.209,5.8,305.4,825.2
Jiangsu,Changzhou,2023-09-01,24.5,49.86,16.09,17.28,24.49,14.6,0.49,6.99,24.52,0.84,1.47,0.88,35,Excellent,5.0,74.7,0.0,6.06,301.31,826.6
Jiangsu,Changzhou,2023-10-01,68.15,126.26,16.55,17.89,23.4,7.12,1.11,12.44,30.9,2.24,3.24,1.29,91,Good,9.8,52.5,0.055,6.46,304.54,825.9
Jiangsu,Changzhou,2023-11-01,66.0,110.06,22.69,36.64,20.25,24.82,1.94,26.46,23.52,1.41,3.77,1.3,89,Good,9.8,56.1,0.06,5.81,300.07,828.6
Jiangsu,Changzhou,2023-12-01,70.99,116.45,36.58,34.61,58.34,25.1,2.87,33.52,32.04,3.77,12.9,1.67,95,Good,2.7,36.4,0.0,6.71,305.58,826.0
Jiangsu,Changzhou,2024-01-01,102.98,100.56,17.85,46.14,42.81,20.11,2.33,28.39,48.0,5.5,10.01,2.17,135,Lightly Polluted,9.6,46.9,0.125,6.86,305.43,835.1
Jiangsu,Changzhou,2024-02-01,88.7,166.41,19.6,27.08,28.26,4.91,2.29,10.14,39.6,4.0,7.69,2.15,117,Lightly Polluted,4.9,58.9,0.038,6.1,307.73,829.2
Jiangsu,Changzhou,2024-03-01,67.65,112.58,3.41,19.23,28.17,18.25,0.87,20.29,36.14,2.47,7.19,0.91,91,Good,9.3,43.9,0.056,6.77,310.69,830.7
Jiangsu,Changzhou,2024-04-01,59.49,87.26,15.59,34.03,9.11,5.43,1.82,16.57,15.98,1.75,6.06,1.21,81,Good,11.7,67.4,0.032,6.32,312.45,826.4
Jiangsu,Changzhou,2024-05-01,57.54,108.87,15.69,11.46,26.15,6.05,1.06,12.39,35.78,1.5,4.2,1.92,78,Good,7.7,58.9,0.0,7.5,311.06,831.6
Jiangsu,Changzhou,2024-06-01,44.84,85.84,16.05,6.41,17.94,13.94,0.69,15.9,19.84,0.91,3.94,0.93,62,Good,5.7,83.6,0.0,6.37,309.73,830.6
Jiangsu,Changzhou,2024-07-01,37.9,71.86,5.0,18.02,18.77,4.22,0.67,3.92,11.58,2.02,1.6,2.04,53,Good,5.3,84.1,0.066,6.05,310.53,827.3
Jiangsu,Changzhou,2024-08-01,24.8,46.51,10.89,13.34,18.11,11.32,0.6,11.51,12.86,1.19,1.97,0.54,35,Excellent,8.5,85.6,0.038,5.39,305.35,832.6
Jiangsu,Changzhou,2024-09-01,19.39,29.75,17.53,13.46,23.86,5.94,0.57,4.62,17.29,1.14,2.86,0.91,28,Excellent,11.1,70.6,0.0,5.79,309.61,830.2
Jiangsu,Changzhou,2024-10-01,44.97,115.38,8.56,28.28,35.43,5.44,1.54,16.6,26.25,2.57,3.3,1.51,62,Good,5.9,64.8,0.02,5.58,305.44,829.2
Jiangsu,Changzhou,2024-11-01,88.38,121.89,11.69,32.0,16.4,19.43,1.69,16.96,21.87,1.5,5.54,2.92,117,Lightly Polluted,4.6,65.9,0.0,6.36,309.25,826.0
Jiangsu,Changzhou,2024-12-01,95.27,180.6,23.63,47.8,41.82,16.59,1.93,27.31,46.35,5.7,6.03,1.57,125,Lightly Polluted,7.7,59.9,0.051,6.15,304.8,827.5
Jiangsu,Changzhou,2025-01-01,48.26,132.89,33.77,24.37,38.24,15.09,1.44,23.89,56.02,2.5,9.04,1.62,66,Good,7.0,36.9,0.0,5.99,311.66,832.2
Jiangsu,Changzhou,2025-02-01,85.19,80.52,29.97,42.01,41.23,25.39,2.36,13.61,32.48,1.49,11.84,2.8,113,Lightly Polluted,4.2,51.3,0.0,5.36,317.1,834.6
Jiangsu,Changzhou,2025-03-01,66.28,122.03,23.11,32.58,9.55,11.41,1.64,6.61,28.44,2.44,3.44,1.52,89,Good,12.8,44.4,0.09,5.76,309.81,833.0
Jiangsu,Changzhou,2025-04-01,35.5,85.97,5.68,14.84,30.13,15.19,0.7,15.81,9.06,2.25,6.43,1.11,50,Excellent,11.4,56.7,0.042,5.9,313.5,835.3
Jiangsu,Changzhou,2025-05-01,25.33,47.72,14.12,22.31,27.56,14.25,1.45,12.69,38.65,1.4,4.03,1.63,36,Excellent,11.1,60.2,0.176,6.22,311.82,833.1
Jiangsu,Changzhou,2025-06-01,24.85,35.63,12.41,10.49,16.45,8.26,0.3,10.11,32.24,1.35,3.54,0.62,36,Excellent,7.1,67.6,0.074,6.81,312.42,835.4
Jiangsu,Changzhou,2025-07-01,39.58,29.33,9.6,18.74,10.62,8.73,0.94,7.06,13.07,1.09,1.68,0.9,56,Good,8.2,83.0,0.074,6.37,310.53,834.0
Jiangsu,Changzhou,2025-08-01,42.98,83.63,4.01,13.29,22.47,0.3,1.02,14.09,15.91,1.83,1.69,0.62,60,Good,9.1,70.6,0.147,5.37,308.35,832.3
Jiangsu,Changzhou,2025-09-01,37.77,49.78,3.41,9.46,18.89,3.98,1.18,9.64,17.15,2.02,5.24,1.14,53,Good,5.4,70.0,0.152,5.5,315.32,834.3
Jiangsu,Changzhou,2025-10-01,22.25,68.55,3.27,24.45,15.07,9.48,0.72,14.78,11.0,0.79,2.51,2.02,32,Excellent,9.3,48.5,0.112,6.11,311.2,835.3
Jiangsu,Changzhou,2025-11-01,47.6,147.62,8.99,37.97,18.09,16.91,0.53,12.38,41.58,0.96,5.09,2.61,66,Good,5.0,47.4,0.17,6.02,308.8,832.3
Jiangsu,Changzhou,2025-12-01,49.26,124.74,21.77,49.85,37.85,15.35,1.63,25.3,50.7,1.14,12.06,2.75,68,Good,6.9,52.5,0.0,6.37,315.45,832.2
Jiangsu,Nanjing,2014-01-01,81.92,155.81,37.22,31.89,48.01,6.9,2.77,38.7,64.02,5.17,10.89,2.82,108,Lightly Polluted,6.9,47.8,0.042,5.21,256.25,788.7
Jiangsu,Nanjing,2014-02-01,66.99,163.01,33.85,36.69,45.48,20.36,2.26,24.85,37.01,2.69,6.55,2.49,90,Good,11.0,54.5,0.346,5.49,262.83,791.0
Jiangsu,Nanjing,2014-03-01,70.47,112.92,20.88,28.14,18.53,18.38,1.14,27.54,42.26,2.82,8.17,3.01,94,Good,7.9,44.7,0.097,5.42,264.42,788.0
Jiangsu,Nanjing,2014-04-01,39.08,135.39,26.21,24.49,27.64,17.93,1.35,14.28,23.87,2.34,9.63,2.6,55,Good,10.3,51.2,0.291,5.17,260.14,791.7
Jiangsu,Nanjing,2014-05-01,28.27,116.11,14.58,33.3,17.03,14.64,1.63,11.32,46.66,1.3,3.14,1.76,40,Excellent,11.6,56.8,0.082,6.56,256.56,789.9
Jiangsu,Nanjing,2014-06-01,56.06,75.54,6.87,21.28,0.8,15.59,1.32,6.7,19.47,2.06,4.91,1.14,76,Good,9.2,66.4,0.297,5.34,257.51,792.2
Jiangsu,Nanjing,2014-07-01,37.26,66.8,15.91,23.57,6.53,6.08,1.3,10.13,34.23,1.8,4.68,1.42,53,Good,13.9,82.1,0.277,5.84,254.74,793.1
Jiangsu,Nanjing,2014-08-01,38.65,72.35,17.88,9.44,20.51,6.75,0.43,19.11,13.97,1.63,7.33,1.06,54,Good,8.5,80.5,0.268,5.22,265.59,787.1
Jiangsu,Nanjing,2014-09-01,43.79,56.95,5.07,25.78,25.81,5.28,0.31,10.4,20.92,1.04,7.25,1.18,61,Good,7.4,53.0,0.103,4.94,257.9,791.6
Jiangsu,Nanjing,2014-10-01,49.61,80.31,6.01,30.13,34.52,9.13,0.53,15.34,23.77,3.41,2.45,1.9,68,Good,7.9,59.3,0.295,5.61,261.41,785.6
Jiangsu,Nanjing,2014-11-01,53.73,92.84,10.32,36.29,22.89,26.62,1.22,19.45,46.19,3.88,11.87,1.3,73,Good,4.7,50.0,0.195,5.45,264.88,788.0
Jiangsu,Nanjing,2014-12-01,54.51,198.21,20.77,59.54,63.83,33.02,1.3,31.28,61.99,3.02,16.58,2.19,74,Good,5.3,54.6,0.231,4.42,262.58,790.1
Jiangsu,Nanjing,2015-01-01,71.72,228.16,41.06,25.3,35.85,20.74,3.22,13.19,17.6,3.96,12.16,3.39,96,Good,6.0,52.9,0.088,6.2,263.64,793.9
Jiangsu,Nanjing,2015-02-01,89.42,156.25,32.62,28.54,46.35,18.43,2.55,27.28,41.01,2.11,7.98,1.21,118,Lightly Polluted,10.3,36.1,0.18,5.4,268.54,797.8
Jiangsu,Nanjing,2015-03-01,38.4,87.26,30.58,34.85,16.21,21.83,2.24,23.92,33.32,2.46,9.03,3.03,54,Good,7.6,44.9,0.16,5.36,269.96,788.2
Jiangsu,Nanjing,2015-04-01,42.0,123.39,11.33,30.7,32.25,16.86,1.81,14.93,10.71,1.0,1.71,1.55,59,Good,13.5,48.2,0.21,5.55,267.78,792.4
Jiangsu,Nanjing,2015-05-01,45.28,52.9,20.48,11.72,30.16,8.13,0.57,10.16,18.25,2.35,4.44,1.99,63,Good,5.0,56.3,0.148,5.5,257.04,790.8
Jiangsu,Nanjing,2015-06-01,50.77,88.46,9.76,20.42,15.77,12.45,1.28,13.87,23.53,3.17,2.08,0.84,70,Good,9.5,54.2,0.283,5.29,265.39,796.1
Jiangsu,Nanjing,2015-07-01,27.97,102.5,16.31,9.33,24.59,7.69,0.29,10.93,22.36,0.6,5.02,1.42,40,Excellent,7.4,76.2,0.096,4.92,268.72,790.1
Jiangsu,Nanjing,2015-08-01,44.84,92.74,9.28,25.55,18.62,15.61,1.46,13.0,22.65,1.54,5.76,0.51,62,Good,9.4,63.3,0.038,5.44,266.22,791.1
Jiangsu,Nanjing,2015-09-01,41.47,77.32,16.11,11.84,32.75,13.75,1.69,15.92,23.83,0.93,2.82,0.49,58,Good,9.7,74.5,0.157,5.64,267.88,792.0
Jiangsu,Nanjing,2015-10-01,31.99,55.21,15.97,20.02,35.56,19.53,1.09,23.02,19.59,1.91,6.33,2.2,46,Excellent,10.0,46.2,0.185,5.14,259.19,791.7
Jiangsu,Nanjing,2015-11-01,68.09,172.03,15.19,26.83,37.9,24.83,1.08,37.48,50.88,2.31,10.43,3.42,91,Good,6.9,47.6,0.073,5.53,265.92,793.8
Jiangsu,Nanjing,2015-12-01,62.15,229.12,29.05,44.87,63.27,21.64,3.06,10.83,44.97,3.43,14.4,2.72,84,Good,6.3,39.9,0.136,5.99,266.58,795.2
Jiangsu,Nanjing,2016-01-01,103.84,191.31,12.94,50.44,30.42,7.77,1.82,33.3,57.91,4.02,15.23,3.19,136,Lightly Polluted,7.5,58.3,0.247,6.06,271.09,801.1
Jiangsu,Nanjing,2016-02-01,107.46,188.08,13.13,24.4,28.16,30.41,1.41,22.75,44.51,2.19,4.86,3.45,141,Lightly Polluted,11.9,38.6,0.281,5.29,272.58,798.6
Jiangsu,Nanjing,2016-03-01,43.83,113.56,11.51,38.67,44.12,8.45,1.53,18.86,18.13,2.98,3.7,1.8,61,Good,5.9,35.3,0.358,4.89,270.7,798.0
Jiangsu,Nanjing,2016-04-01,60.85,118.87,16.43,33.63,23.83,18.36,1.02,10.01,20.78,0.98,8.12,1.51,82,Good,7.4,43.4,0.174,5.36,267.46,799.0
Jiangsu,Nanjing,2016-05-01,56.94,122.13,11.37,23.15,25.8,11.8,1.69,13.6,34.38,1.42,6.0,1.33,77,Good,13.9,68.0,0.364,5.39,269.72,796.2
Jiangsu,Nanjing,2016-06-01,22.03,90.53,8.01,21.94,27.54,9.69,1.11,15.4,37.94,2.1,3.82,0.99,31,Excellent,7.4,64.7,0.169,5.74,266.57,802.7
Jiangsu,Nanjing,2016-07-01,19.71,41.98,11.28,10.06,13.61,12.05,0.9,8.07,17.91,1.98,6.6,0.5,28,Excellent,6.8,64.1,0.12,4.59,276.11,799.0
Jiangsu,Nanjing,2016-08-01,28.9,63.74,2.43,12.59,23.99,6.94,1.08,10.63,16.05,0.94,3.34,1.58,41,Excellent,10.8,79.9,0.195,6.52,277.66,800.2
Jiangsu,Nanjing,2016-09-01,38.25,73.41,14.12,21.37,16.3,16.37,1.31,23.47,24.15,0.84,5.3,1.84,54,Good,7.0,68.6,0.11,5.1,268.14,797.9
Jiangsu,Nanjing,2016-10-01,64.18,112.63,10.15,33.35,27.76,15.22,1.48,19.16,30.47,0.98,3.39,1.43,86,Good,4.9,68.3,0.231,5.34,273.2,798.4
Jiangsu,Nanjing,2016-11-01,67.45,191.3,33.08,37.21,39.85,22.26,2.19,21.33,10.33,4.46,6.72,2.06,91,Good,9.5,51.6,0.24,5.41,267.77,795.5
Jiangsu,Nanjing,2016-12-01,116.66,91.3,24.35,51.96,22.26,34.27,1.42,12.25,39.64,2.27,9.17,1.01,152,Moderately Polluted,6.7,46.6,0.148,4.96,275.99,799.9
Jiangsu,Nanjing,2017-01-01,122.34,124.34,10.15,32.36,44.79,36.31,1.29,32.61,30.63,5.08,5.87,1.36,160,Moderately Polluted,3.9,47.6,0.075,6.45,275.97,802.8
Jiangsu,Nanjing,2017-02-01,69.41,207.12,23.56,34.92,29.14,16.02,1.74,35.45,31.25,4.31,3.85,1.99,93,Good,9.4,48.3,0.137,5.4,268.2,804.1
Jiangsu,Nanjing,2017-03-01,34.74,116.74,26.73,36.06,19.25,9.15,1.35,21.29,16.6,1.88,3.28,1.29,50,Excellent,10.9,56.2,0.252,5.96,274.34,804.1
Jiangsu,Nanjing,2017-04-01,49.23,139.95,20.97,26.81,20.35,12.64,1.9,10.13,17.34,1.46,3.91,2.36,68,Good,15.8,59.3,0.032,6.16,277.81,805.2
Jiangsu,Nanjing,2017-05-01,62.19,127.44,23.68,27.6,39.72,15.91,1.95,17.77,28.66,2.69,7.23,1.94,84,Good,4.5,73.7,0.087,6.02,275.94,802.3
Jiangsu,Nanjing,2017-06-01,37.16,77.87,14.64,17.03,25.05,9.89,0.94,16.16,27.75,1.34,4.26,1.19,52,Good,7.4,79.1,0.133,5.73,272.32,804.4
Jiangsu,Nanjing,2017-07-01,44.36,32.52,10.7,17.85,13.24,8.69,0.58,12.81,14.15,1.1,1.85,1.22,61,Good,5.2,74.2,0.279,5.48,274.05,800.9
Jiangsu,Nanjing,2017-08-01,28.55,77.9,15.72,16.81,16.96,13.07,1.13,5.52,28.1,2.59,2.29,0.84,41,Excellent,8.9,78.0,0.081,5.96,278.75,799.5
Jiangsu,Nanjing,2017-09-01,68.64,56.66,9.66,7.82,19.04,9.15,0.75,3.49,28.35,1.9,0.9,1.88,92,Good,8.2,72.0,0.054,5.3,274.41,803.9
Jiangsu,Nanjing,2017-10-01,43.99,134.98,6.29,21.48,34.31,13.88,1.11,24.72,23.86,0.57,8.95,2.21,61,Good,8.3,58.9,0.08,5.98,276.85,799.5
Jiangsu,Nanjing,2017-11-01,64.42,67.78,22.35,25.16,48.51,6.43,1.22,20.6,24.75,4.97,7.32,1.01,87,Good,9.9,59.2,0.147,4.98,276.06,806.4
Jiangsu,Nanjing,2017-12-01,48.92,120.33,14.97,40.18,56.19,19.1,3.15,32.63,34.64,4.45,11.46,3.44,67,Good,9.0,34.9,0.063,5.79,271.81,802.1
Jiangsu,Nanjing,2018-01-01,102.83,153.33,11.56,40.21,21.19,21.08,2.79,40.52,54.28,4.67,4.0,0.71,135,Lightly Polluted,5.4,57.9,0.242,6.12,276.24,804.4
Jiangsu,Nanjing,2018-02-01,61.81,102.45,20.23,40.51,45.0,26.2,2.44,19.44,26.07,4.59,7.59,0.9,83,Good,6.3,36.1,0.208,6.33,270.13,806.8
Jiangsu,Nanjing,2018-03-01,68.63,92.59,23.33,32.63,10.25,10.84,1.57,24.02,19.6,2.72,7.61,2.33,92,Good,12.8,54.5,0.078,6.4,280.57,808.7
Jiangsu,Nanjing,2018-04-01,39.41,106.07,7.82,33.27,22.24,14.36,0.63,16.77,34.15,0.99,4.19,0.61,55,Good,7.2,64.4,0.116,5.59,276.91,803.4
Jiangsu,Nanjing,2018-05-01,36.49,127.03,19.99,28.98,19.81,14.13,0.6,15.93,25.34,0.97,4.45,2.02,52,Good,14.4,64.0,0.093,5.7,281.71,805.8
Jiangsu,Nanjing,2018-06-01,26.08,51.5,18.43,15.09,26.14,13.59,1.07,11.06,25.45,1.92,5.59,1.49,37,Excellent,9.4,80.4,0.064,6.07,278.32,804.8
Jiangsu,Nanjing,2018-07-01,22.45,77.54,13.96,16.25,17.97,12.29,1.26,13.25,22.63,2.04,4.76,0.64,32,Excellent,4.6,77.5,0.15,5.27,278.64,805.8
Jiangsu,Nanjing,2018-08-01,50.45,87.83,15.0,19.27,19.76,6.34,1.15,11.89,8.26,1.29,4.75,0.64,69,Good,10.7,89.8,0.077,5.17,282.86,805.8
Jiangsu,Nanjing,2018-09-01,27.13,80.19,10.9,25.0,30.42,15.11,1.25,15.34,15.61,1.23,6.63,1.21,39,Excellent,6.8,70.4,0.106,5.04,276.42,803.8
Jiangsu,Nanjing,2018-10-01,39.29,97.04,19.6,18.69,21.62,9.27,1.78,15.6,14.56,2.73,4.37,2.07,55,Good,7.7,55.2,0.268,6.84,279.45,808.2
Jiangsu,Nanjing,2018-11-01,102.06,80.25,28.04,40.36,36.82,34.68,1.66,12.71,47.83,3.44,10.31,2.6,134,Lightly Polluted,5.6,52.4,0.089,6.0,276.23,802.8
Jiangsu,Nanjing,2018-12-01,57.13,178.11,24.43,57.5,37.96,34.48,2.97,37.37,48.79,1.54,11.68,1.81,78,Good,6.1,55.6,0.106,5.82,276.85,807.5
Jiangsu,Nanjing,2019-01-01,84.17,223.55,14.36,21.14,46.68,12.26,2.62,14.6,34.6,4.79,10.92,1.93,111,Lightly Polluted,3.3,44.9,0.099,5.29,283.72,811.0
Jiangsu,Nanjing,2019-02-01,45.11,94.47,21.04,48.1,53.58,11.45,1.55,29.59,34.79,3.23,11.23,3.14,62,Good,9.3,48.5,0.217,6.73,273.63,812.1
Jiangsu,Nanjing,2019-03-01,70.02,89.85,17.78,10.19,26.58,13.79,1.88,24.04,21.62,2.31,6.44,2.11,94,Good,7.3,62.9,0.16,5.66,275.71,807.7
Jiangsu,Nanjing,2019-04-01,44.09,129.21,11.42,27.68,26.96,5.11,0.92,24.37,34.21,2.07,7.46,0.52,61,Good,14.5,58.0,0.193,5.61,288.3,809.0
Jiangsu,Nanjing,2019-05-01,26.52,73.29,4.71,24.5,6.06,7.82,0.79,12.53,21.01,0.75,3.16,1.87,38,Excellent,9.3,58.9,0.15,6.03,279.42,812.0
Jiangsu,Nanjing,2019-06-01,41.84,60.8,5.26,17.33,21.63,11.01,1.2,11.99,7.15,2.13,4.37,1.72,58,Good,9.5,79.7,0.006,5.72,288.05,809.3
Jiangsu,Nanjing,2019-07-01,26.47,69.07,7.33,20.5,19.15,14.07,0.81,11.89,14.76,1.81,1.98,0.35,38,Excellent,9.3,74.8,0.019,5.95,281.52,808.6
Jiangsu,Nanjing,2019-08-01,45.53,53.23,3.87,13.63,20.27,7.32,0.98,7.52,18.44,1.45,5.93,0.38,63,Good,9.5,83.7,0.0,5.88,278.34,812.9
Jiangsu,Nanjing,2019-09-01,37.29,72.42,6.14,15.86,29.76,9.19,0.72,12.56,25.06,2.5,6.7,0.82,53,Good,9.4,62.4,0.087,5.51,280.26,810.9
Jiangsu,Nanjing,2019-10-01,30.75,133.97,18.51,15.26,13.38,16.83,1.77,8.92,25.47,2.13,2.21,1.84,44,Excellent,7.0,52.7,0.012,5.11,284.84,809.6
Jiangsu,Nanjing,2019-11-01,103.79,120.15,33.9,18.71,24.76,13.49,2.51,18.87,31.61,2.54,10.38,2.77,136,Lightly Polluted,5.3,42.1,0.158,6.36,285.12,811.6
Jiangsu,Nanjing,2019-12-01,90.58,194.86,40.01,52.96,36.22,25.58,2.54,25.56,19.45,2.63,11.25,1.17,119,Lightly Polluted,8.4,47.0,0.088,6.06,277.01,812.3
Jiangsu,Nanjing,2020-01-01,52.01,129.03,6.09,19.34,28.86,14.65,1.49,12.66,31.1,1.31,3.79,2.55,71,Good,6.0,40.0,0.183,5.15,293.99,812.7
Jiangsu,Nanjing,2020-02-01,21.89,50.85,8.38,9.49,10.31,4.41,0.68,11.17,3.57,0.31,4.04,0.7,31,Excellent,7.4,36.7,0.104,5.81,284.07,812.8
Jiangsu,Nanjing,2020-03-01,9.15,25.33,4.26,6.5,14.19,5.42,0.28,3.33,19.32,0.53,2.32,1.27,13,Excellent,9.3,33.3,0.07,6.26,291.58,811.6
Jiangsu,Nanjing,2020-04-01,14.18,34.43,14.46,16.45,15.08,10.43,0.5,9.3,11.91,0.91,3.9,1.36,20,Excellent,15.7,55.3,0.03,6.25,280.94,815.9
Jiangsu,Nanjing,2020-05-01,23.28,91.93,14.42,6.65,15.26,9.08,0.78,8.06,10.59,1.85,1.15,0.77,33,Excellent,11.1,49.9,0.028,6.74,288.07,809.3
Jiangsu,Nanjing,2020-06-01,44.13,99.27,0.3,31.01,13.19,7.43,0.48,14.36,23.24,1.32,4.69,1.63,61,Good,5.3,73.5,0.191,5.65,294.4,813.4
Jiangsu,Nanjing,2020-07-01,24.43,48.79,12.56,15.72,14.04,7.15,0.45,11.35,24.15,1.07,4.54,1.24,35,Excellent,12.2,74.4,0.0,6.03,284.83,811.0
Jiangsu,Nanjing,2020-08-01,21.74,53.6,3.4,18.39,7.22,7.76,0.49,5.44,9.87,0.91,1.92,0.94,31,Excellent,12.8,74.8,0.081,6.92,282.09,811.2
Jiangsu,Nanjing,2020-09-01,56.12,82.6,20.16,14.95,6.29,3.79,0.64,20.43,23.38,1.82,3.64,2.04,76,Good,4.6,57.1,0.217,5.1,282.02,810.3
Jiangsu,Nanjing,2020-10-01,74.6,131.72,15.55,30.33,25.7,9.29,0.81,20.53,34.15,1.5,6.58,0.65,100,Good,9.0,46.2,0.097,6.33,281.65,811.3
Jiangsu,Nanjing,2020-11-01,80.03,149.28,27.47,38.68,28.4,15.32,1.42,24.75,28.18,1.96,11.68,2.71,106,Lightly Polluted,5.8,59.7,0.182,6.05,287.83,813.2
Jiangsu,Nanjing,2020-12-01,84.64,232.69,36.06,44.96,41.01,14.85,2.24,22.59,32.49,1.59,6.86,0.69,112,Lightly Polluted,4.9,57.6,0.238,6.81,292.22,812.7
Jiangsu,Nanjing,2021-01-01,57.51,191.58,26.8,42.21,34.96,10.68,1.56,27.86,37.59,2.9,12.05,1.03,78,Good,4.2,41.4,0.155,6.85,292.1,816.5
Jiangsu,Nanjing,2021-02-01,109.0,209.89,16.71,17.59,53.09,17.54,0.76,26.1,52.79,1.15,4.67,1.87,142,Lightly Polluted,11.3,46.0,0.117,4.8,298.58,819.0
Jiangsu,Nanjing,2021-03-01,69.25,122.15,21.71,18.18,30.39,15.86,0.9,18.61,26.76,1.48,2.76,2.4,93,Good,9.3,46.1,0.133,5.8,297.37,816.9
Jiangsu,Nanjing,2021-04-01,60.5,70.01,20.58,15.22,14.32,14.07,1.59,21.0,16.95,0.47,5.22,0.74,82,Good,10.7,58.3,0.131,6.41,294.55,820.3
Jiangsu,Nanjing,2021-05-01,37.06,94.95,14.8,26.01,34.51,10.2,0.59,6.82,21.67,2.6,3.59,0.68,52,Good,10.7,68.2,0.156,5.64,287.68,814.6
Jiangsu,Nanjing,2021-06-01,39.36,91.17,12.31,18.95,12.44,2.27,0.55,9.41,21.36,1.01,6.39,1.04,55,Good,5.6,85.7,0.035,5.38,296.21,816.1
Jiangsu,Nanjing,2021-07-01,30.66,74.81,16.56,16.49,20.63,9.16,1.13,8.46,26.53,2.2,4.77,1.34,44,Excellent,4.4,76.6,0.026,4.9,295.69,816.3
Jiangsu,Nanjing,2021-08-01,31.18,78.46,3.69,10.26,5.4,3.15,0.34,4.56,17.14,0.49,4.38,0.68,45,Excellent,3.0,69.2,0.036,5.9,285.53,818.4
Jiangsu,Nanjing,2021-09-01,58.81,71.47,14.19,16.16,7.87,4.27,0.3,16.94,25.3,2.59,4.85,1.41,80,Good,8.5,55.4,0.061,6.24,297.71,820.1
Jiangsu,Nanjing,2021-10-01,55.96,121.99,10.56,22.92,29.48,12.32,1.24,23.63,25.19,3.11,6.21,1.53,76,Good,9.2,66.3,0.136,5.94,284.48,817.3
Jiangsu,Nanjing,2021-11-01,43.39,62.1,18.19,44.48,16.64,7.25,1.93,21.61,44.71,4.93,2.84,2.45,60,Good,6.8,43.6,0.0,5.46,287.72,817.5
Jiangsu,Nanjing,2021-12-01,99.0,95.19,16.14,48.25,16.59,31.66,1.49,14.09,60.47,1.37,4.54,2.11,130,Lightly Polluted,4.2,55.1,0.133,5.98,291.04,820.1
Jiangsu,Nanjing,2022-01-01,45.04,173.83,21.8,26.71,16.1,25.18,2.06,21.9,19.4,5.22,4.72,3.62,62,Good,6.0,49.5,0.112,6.5,291.48,820.8
Jiangsu,Nanjing,2022-02-01,47.95,82.11,10.05,32.22,20.36,9.87,2.6,36.77,44.01,1.92,9.55,2.98,66,Good,9.1,57.9,0.0,5.33,300.49,823.8
Jiangsu,Nanjing,2022-03-01,63.49,132.08,7.2,25.94,24.13,5.38,1.65,11.28,37.32,2.42,6.81,2.41,86,Good,12.0,45.2,0.079,5.46,300.39,819.2
Jiangsu,Nanjing,2022-04-01,27.75,119.88,9.26,28.37,31.83,18.65,1.46,8.95,27.41,2.57,4.97,1.99,40,Excellent,11.1,43.7,0.089,5.83,299.55,821.3
Jiangsu,Nanjing,2022-05-01,46.59,72.66,16.44,15.93,29.07,17.82,1.71,8.09,21.76,2.34,4.75,1.65,64,Good,12.9,60.8,0.07,5.31,297.02,829.2
Jiangsu,Nanjing,2022-06-01,43.59,74.82,5.03,18.18,17.54,5.45,1.32,10.78,12.33,1.62,5.18,0.79,61,Good,8.1,74.6,0.011,6.46,296.4,823.4
Jiangsu,Nanjing,2022-07-01,25.6,55.56,5.88,9.29,11.28,5.53,0.46,12.4,32.15,2.27,4.27,1.56,37,Excellent,11.2,74.1,0.042,6.11,302.68,819.8
Jiangsu,Nanjing,2022-08-01,17.12,54.03,14.85,9.01,21.14,7.74,1.16,6.34,21.28,1.49,3.89,0.62,24,Excellent,9.4,80.3,0.193,6.43,296.95,822.1
